source_name,author,date,title,description,content,label,tesla_related,tesla_related_num,sentiment_label_num,title_desc,one_shot_class,few_shot_class_2,few_shot_class_3,few_shot_class_4,few_shot_class_5
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",10/8/2023,Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter,"Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi","Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the War Monitor account, which puts Israel in quote marks as it argues there is no such th [+3724 chars]",negative,no,0,0,"Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi",Yes,"No, it is not related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
Business Insider,Kylie Kirschner,10/9/2023,"Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going","Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.","The new action button can be used as a Tesla key fob.Apple, Sjoerd van der Wal/Getty Images
<ul>
<li>The new iPhone 15 Pro has a customizable ""action button"" in place of the ring/silent switch.</li> [+2269 chars]",positive,yes,1,2,"Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.",Yes,Yes,Yes,Yes,"Yes, it is related to Tesla."
The Jerusalem Post,By JERUSALEM POST STAFF,10/9/2023,Elon Musk: 'Khameneis position clear that eradication of Israel is the actual goal',Musk had also deleted a post recommending people follow a user who made antisemitic statements for updates on Operation Swords of Iron.,"Elon Musk, owner of X, formerly known as Twitter, slammed Iranian Supreme Leader Ali Khamenei on Sunday on the platform after he tweeted a video of Israeli civilians at a music festival running away  [+3061 chars]",negative,no,0,0,Elon Musk: 'Khameneis position clear that eradication of Israel is the actual goal' Musk had also deleted a post recommending people follow a user who made antisemitic statements for updates on Operation Swords of Iron.,No,No,No,No,No
Fortune,"Tom Randall, Bloomberg",10/9/2023,Elon Musk's latest Tesla price cuts 'to unload inventory' are good news for car buyers but bad news for investors,Teslas now cost less than average U.S. gasoline-powered cars and trucks.,"Teslas top-selling electric vehicles now compete directly with gasoline cars on price after the latest round of price reductions. The lower prices could cost the company $1.2 billion a year, accordin [+2564 chars]",negative,yes,1,0,Elon Musk's latest Tesla price cuts 'to unload inventory' are good news for car buyers but bad news for investors Teslas now cost less than average U.S. gasoline-powered cars and trucks.,Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
TechRadar,Leon Poultney,10/9/2023,Kia and Hyundai announce Tesla EV Supercharger compatibility for next year,"The adoption of North American Charging Standard opens up 12,000 new charging stations for Kia and Hyundai owners","Kia and Hyundai have joined the growing list of auto manufacturers switching to Tesla's North American Charging Standard (NACS) port.
The South Korean brands have announced that all new EVs produced [+2030 chars]",positive,yes,1,2,"Kia and Hyundai announce Tesla EV Supercharger compatibility for next year The adoption of North American Charging Standard opens up 12,000 new charging stations for Kia and Hyundai owners",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Newsweek,AJ Khan,10/9/2023,Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion,"Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.","As our society transforms into a more connected world, an essential component of this shift is the need for safe and secure driving experiences on our roads. The recent hacking of a Tesla in under tw [+5155 chars]",negative,yes,1,0,"Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.",No,"No, it is not related to Tesla.","No, it is not possible to tell",No,"No, it is not possible to tell"
Fortune,Lionel Lim,10/9/2023,Tesla's China sales are falling compared to its rival BYDand the drop could have been worse without its price war,"Tesla reported disappointing quarterly deliveries last week, and now new data shows a decline in sales in one of its most important overseas markets.","Now, new data from one of Teslas most important overseas markets shows the sales challenge facing the electric carmaker. 
Tesla delivered just over 74,000 China-made electric cars in September, acco [+3311 chars]",negative,yes,1,0,"Tesla's China sales are falling compared to its rival BYDand the drop could have been worse without its price war Tesla reported disappointing quarterly deliveries last week, and now new data shows a decline in sales in one of its most important overseas markets.",Yes,Yes,"Yes, it is related to Tesla.",,"Yes, it is related to Tesla."
TechRadar,Leon Poultney,10/9/2023,Tesla software update can help its car cameras see lot better,Tesla software update 2023.32 brings with it greater live video feed clarity.,"Reversing into a trashcan, squashing your neighbours cat, destroying a garden gnome - all things that are perfectly possible if the live feed from your reversing and side-view cameras is a bit grainy [+1884 chars]",positive,yes,1,2,Tesla software update can help its car cameras see lot better Tesla software update 2023.32 brings with it greater live video feed clarity.,Yes,Yes,"Yes, it is related to Tesla.",Yes,
Breitbart News,"Paul Bois, Paul Bois",10/9/2023,Elon Musk Deletes Several Tweets After Promoting Two Pro-Hamas Accounts,Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric.,"Billionaire and X owner Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric amid the attack on Israel.
Over the weekend, duri [+3330 chars]",negative,no,0,0,Elon Musk Deletes Several Tweets After Promoting Two Pro-Hamas Accounts Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric.,Yes,"No, it is not related to Tesla.",No,"No, it is not possible to tell","No, it is not possible to tell"
Business Insider,Alexa St. John,10/11/2023,Rivian CEO says he wouldn't buy the Cybertruck  but has owned multiple Teslas and thinks Elon Musk is the 'dominant player' in his company's next act,"Rivian CEO RJ Scaringe spoke with GQ magazine about Tesla, the UAW, and more.","Carlos Delgado/Associated Press
<ul><li>Rivian CEO RJ Scaringe spoke with GQ magazine about Tesla, the UAW, and more.</li><li>Scaringe talked about the next phase of Rivian and his competition.</li> [+3248 chars]",neutral,yes,1,1,"Rivian CEO says he wouldn't buy the Cybertruck  but has owned multiple Teslas and thinks Elon Musk is the 'dominant player' in his company's next act Rivian CEO RJ Scaringe spoke with GQ magazine about Tesla, the UAW, and more.",Yes,Yes,"Yes, it is related to Tesla.",Yes,"Yes, it is related to Tesla."
Fortune,Prarthana Prakash,10/11/2023,"Bernard Arnault, the world's second richest man, may be seeing the end of his winning streak as luxury shoppers bolt for the first time in years",LVMH boss Bernard Arnault's wealth topped $200 billion in April surpassing Elon Musk as luxury industry made big gainsbut the tide may now be turning.,"Big gains in luxury spending helped LVMH boss Bernard Arnault overtake Tesla CEO Elon Musk as the worlds richest man earlier this year. At its peak, Arnaults wealth was north of $200 billion, thanks  [+4003 chars]",neutral,no,0,1,"Bernard Arnault, the world's second richest man, may be seeing the end of his winning streak as luxury shoppers bolt for the first time in years LVMH boss Bernard Arnault's wealth topped $200 billion in April surpassing Elon Musk as luxury industry made big gainsbut the tide may now be turning.",No,"No, it is not related to Tesla.",No,No,"No, it is not possible to tell"
Reuters,Giulio Piovaccari,10/11/2023,"Ford, Hyundai turn to Italian casting machine maker IDRA","Idra, an Italian aluminium casting machine maker and Tesla supplier <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a>, has added Ford <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a>, Hyun","TRAVAGLIATO, Italy, Oct 11 (Reuters) - Idra, an Italian aluminium casting machine maker and Tesla supplier (TSLA.O), has added Ford (F.N), Hyundai (005380.KS) and a European company to its customer b [+1724 chars]",neutral,yes,1,1,"Ford, Hyundai turn to Italian casting machine maker IDRA Idra, an Italian aluminium casting machine maker and Tesla supplier <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a>, has added Ford <a href=""https://www.reuters.com/markets/companies/F.N"" target=""_blank"">(F.N)</a>, Hyun",Yes,Yes,"Yes, it is related to Tesla.","Yes, it is related to Tesla.","Yes, it is related to Tesla."
