source_name,author,date,title,description,content,title_desc,one_shot_class,tesla_related,label
Reuters,Reuters,2023-10-08,Tesla's China-made EV sales volume fall 10.9% y/y in Sept,"U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passenger Car Associatio","BEIJING/SHANGHAI, Oct 8 (Reuters) - U.S. automaker Tesla (TSLA.O) sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passeng [+1654 chars]","Tesla's China-made EV sales volume fall 10.9% y/y in Sept U.S. automaker Tesla <a href=""https://www.reuters.com/markets/companies/TSLA.O"" target=""_blank"">(TSLA.O)</a> sold 74,073 China-made electric vehicles (EVs) in September, a 10.9% decrease from a year earlier, showed data from the China Passenger Car Associatio",yes,yes,negative
Breitbart News,"Alana Mastrangelo, Alana Mastrangelo",2023-10-08,Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter,"Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi","Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the War Monitor account, which puts Israel in quote marks as it argues there is no such th [+3724 chars]","Elon Musk Endorses Pro-Palestinian Terror Account on X/Twitter Tesla CEO and Elon Musk has endorsed a pro-Palestinian terror account on his X/Twitter platform, claiming the ""War Monitor"" account, which puts Israel in quote marks as it argues there is ""no such thing,"" and refers to Palestinian terrorists as ""resistance fi",yes,no,negative
Newsweek,AJ Khan,2023-10-09,Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion,"Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.","As our society transforms into a more connected world, an essential component of this shift is the need for safe and secure driving experiences on our roads. The recent hacking of a Tesla in under tw [+5155 chars]","Autonomous Fleets Are Almost Here. Are They Safe From Cyberattacks? | Opinion Although there are generic cybersecurity mandates in many countries, jurisdictions must legislate automotive cybersecurity specific legislations for cars operating on our roads.",no,yes,negative
Breitbart News,"Paul Bois, Paul Bois",2023-10-09,Elon Musk Deletes Several Tweets After Promoting Two Pro-Hamas Accounts,Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric.,"Billionaire and X owner Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric amid the attack on Israel.
Over the weekend, duri [+3330 chars]",Elon Musk Deletes Several Tweets After Promoting Two Pro-Hamas Accounts Elon Musk deleted several posts on his platform after he promoted two accounts that had previously spread pro-Hamas rhetoric.,yes,no,negative
TechRadar,Leon Poultney,2023-10-09,Tesla software update can help its car cameras see lot better,Tesla software update 2023.32 brings with it greater live video feed clarity.,"Reversing into a trashcan, squashing your neighbours cat, destroying a garden gnome - all things that are perfectly possible if the live feed from your reversing and side-view cameras is a bit grainy [+1884 chars]",Tesla software update can help its car cameras see lot better Tesla software update 2023.32 brings with it greater live video feed clarity.,yes,yes,positive
Fortune,Lionel Lim,2023-10-09,Tesla's China sales are falling compared to its rival BYDand the drop could have been worse without its price war,"Tesla reported disappointing quarterly deliveries last week, and now new data shows a decline in sales in one of its most important overseas markets.","Now, new data from one of Teslas most important overseas markets shows the sales challenge facing the electric carmaker. 
Tesla delivered just over 74,000 China-made electric cars in September, acco [+3311 chars]","Tesla's China sales are falling compared to its rival BYDand the drop could have been worse without its price war Tesla reported disappointing quarterly deliveries last week, and now new data shows a decline in sales in one of its most important overseas markets.",yes,yes,negative
TechRadar,Leon Poultney,2023-10-09,Kia and Hyundai announce Tesla EV Supercharger compatibility for next year,"The adoption of North American Charging Standard opens up 12,000 new charging stations for Kia and Hyundai owners","Kia and Hyundai have joined the growing list of auto manufacturers switching to Tesla's North American Charging Standard (NACS) port.
The South Korean brands have announced that all new EVs produced [+2030 chars]","Kia and Hyundai announce Tesla EV Supercharger compatibility for next year The adoption of North American Charging Standard opens up 12,000 new charging stations for Kia and Hyundai owners",yes,yes,positive
Fortune,"Tom Randall, Bloomberg",2023-10-09,Elon Musk's latest Tesla price cuts 'to unload inventory' are good news for car buyers but bad news for investors,Teslas now cost less than average U.S. gasoline-powered cars and trucks.,"Teslas top-selling electric vehicles now compete directly with gasoline cars on price after the latest round of price reductions. The lower prices could cost the company $1.2 billion a year, accordin [+2564 chars]",Elon Musk's latest Tesla price cuts 'to unload inventory' are good news for car buyers but bad news for investors Teslas now cost less than average U.S. gasoline-powered cars and trucks.,yes,yes,negative
The Jerusalem Post,By JERUSALEM POST STAFF,2023-10-09,Elon Musk: 'Khameneis position clear that eradication of Israel is the actual goal',Musk had also deleted a post recommending people follow a user who made antisemitic statements for updates on Operation Swords of Iron.,"Elon Musk, owner of X, formerly known as Twitter, slammed Iranian Supreme Leader Ali Khamenei on Sunday on the platform after he tweeted a video of Israeli civilians at a music festival running away  [+3061 chars]",Elon Musk: 'Khameneis position clear that eradication of Israel is the actual goal' Musk had also deleted a post recommending people follow a user who made antisemitic statements for updates on Operation Swords of Iron.,no,no,negative
Business Insider,Kylie Kirschner,2023-10-09,"Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going","Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.","The new action button can be used as a Tesla key fob.Apple, Sjoerd van der Wal/Getty Images
<ul>
<li>The new iPhone 15 Pro has a customizable ""action button"" in place of the ring/silent switch.</li> [+2269 chars]","Tesla owners are using the new button on the side of the iPhone 15 Pro to unlock their car, pop the frunk, and get the AC going Tesla owners have wasted no time in programming Apple's new ""action button"" on the iPhone 15 Pro to make it easier than ever to control their car.",yes,yes,positive
Reuters,Chris Prentice,2023-10-09,Analysis: Why the SEC might win its latest battle with Elon Musk,"The U.S. Securities and Exchange Commission (SEC) has taken Elon Musk to court again, and this time it may win.","WASHINGTON, Oct 9 (Reuters) - The U.S. Securities and Exchange Commission (SEC) has taken Elon Musk to court again, and this time it may win.
The agency on Thursday asked a federal court to force Mu [+5044 chars]","Analysis: Why the SEC might win its latest battle with Elon Musk The U.S. Securities and Exchange Commission (SEC) has taken Elon Musk to court again, and this time it may win.",no,,
News24,news24,2023-10-09,News24 | A list of Elon Musk's legal entanglements,Here's a look at Elon Musk's growing legal challenges.,"<ul><li>Below is a list of Elon Musk's legal entanglements.</li><li>For more stories, visit the Tech and Trends homepage. </li></ul>
Elon Musk was sued by the US securities regulator related to his  [+5451 chars]",News24 | A list of Elon Musk's legal entanglements Here's a look at Elon Musk's growing legal challenges.,yes,,
Newsweek,Eileen Falkenberg-Hull,2023-10-09,Partnership Has Mercedes Reimagining Space Travel as a Luxury Experience,"A partnership between Mercedes-Maybach and Space Perspective is set to bring super luxury, eco-friendly space tourism to elite clients.","There's no Mercedes floating around in Space like there is a Tesla, but soon space travelers will be able to escape Earth's atmosphere in Maybach style. Through a new partnership with Space Perspecti [+4647 chars]","Partnership Has Mercedes Reimagining Space Travel as a Luxury Experience A partnership between Mercedes-Maybach and Space Perspective is set to bring super luxury, eco-friendly space tourism to elite clients.",no,,
The Irish Times,Proinsias O'Mahony,2023-10-10,Magnificent seven stocks are keeping indices afloat,"While the S&P 500 is still up 11% this year, it is entirely due to tech giants which are up 81%","The so-called magnificent seven tech giants Apple, Microsoft, Alphabet, Amazon, Nvidia, Tesla, and Meta may have slipped lately, but they are still keeping the US stock market aloft.
At the end of M [+1053 chars]","Magnificent seven stocks are keeping indices afloat While the S&P 500 is still up 11% this year, it is entirely due to tech giants which are up 81%",no,,
